columna,"CUADRO 2 - Defunciones por persona que certifica la defunción, según departamento, área y sitio donde ocurrió la defunción",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,año,tipo,hoja_origen
18.0,,,Vía pública,68,0,6,62,0,0,0,2022,defunciones,Cuadro2
18.0,,,Otro sitio,81,0,7,73,1,0,0,2022,defunciones,Cuadro2
18.0,,,Sin información,5,0,2,3,0,0,0,2022,defunciones,Cuadro2
18.0,,Sin información,Total,8,0,0,8,0,0,0,2022,defunciones,Cuadro2
18.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
18.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
18.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
18.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
18.0,,,Vía pública,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
18.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
18.0,,,Sin información,5,0,0,5,0,0,0,2022,defunciones,Cuadro2
19.0,19 Cauca,Total,Total,7106,2127,2768,1442,498,27,244,2022,defunciones,Cuadro2
19.0,,,Hospital/clínica,2932,1958,765,208,1,0,0,2022,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,28,0,12,16,0,0,0,2022,defunciones,Cuadro2
19.0,,,Casa/domicilio,2751,157,1878,213,478,25,0,2022,defunciones,Cuadro2
19.0,,,Lugar de trabajo,29,1,1,27,0,0,0,2022,defunciones,Cuadro2
19.0,,,Vía pública,778,4,60,705,8,1,0,2022,defunciones,Cuadro2
19.0,,,Otro sitio,303,7,47,243,6,0,0,2022,defunciones,Cuadro2
19.0,,,Sin información,285,0,5,30,5,1,244,2022,defunciones,Cuadro2
19.0,,Cabecera municipal,Total,4520,2060,1721,707,32,0,0,2022,defunciones,Cuadro2
19.0,,,Hospital/clínica,2836,1945,684,206,1,0,0,2022,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,12,0,6,6,0,0,0,2022,defunciones,Cuadro2
19.0,,,Casa/domicilio,1217,107,970,117,23,0,0,2022,defunciones,Cuadro2
19.0,,,Lugar de trabajo,11,1,0,10,0,0,0,2022,defunciones,Cuadro2
19.0,,,Vía pública,316,2,25,287,2,0,0,2022,defunciones,Cuadro2
19.0,,,Otro sitio,116,5,36,73,2,0,0,2022,defunciones,Cuadro2
19.0,,,Sin información,12,0,0,8,4,0,0,2022,defunciones,Cuadro2
19.0,,Centro poblado,Total,382,19,236,68,54,1,4,2022,defunciones,Cuadro2
19.0,,,Hospital/clínica,83,8,74,1,0,0,0,2022,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,6,0,4,2,0,0,0,2022,defunciones,Cuadro2
19.0,,,Casa/domicilio,222,9,150,9,53,1,0,2022,defunciones,Cuadro2
19.0,,,Lugar de trabajo,3,0,1,2,0,0,0,2022,defunciones,Cuadro2
19.0,,,Vía pública,41,0,5,36,0,0,0,2022,defunciones,Cuadro2
19.0,,,Otro sitio,22,2,1,18,1,0,0,2022,defunciones,Cuadro2
19.0,,,Sin información,5,0,1,0,0,0,4,2022,defunciones,Cuadro2
19.0,,Rural disperso,Total,1961,48,811,664,412,26,0,2022,defunciones,Cuadro2
19.0,,,Hospital/clínica,13,5,7,1,0,0,0,2022,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,10,0,2,8,0,0,0,2022,defunciones,Cuadro2
19.0,,,Casa/domicilio,1312,41,758,87,402,24,0,2022,defunciones,Cuadro2
19.0,,,Lugar de trabajo,15,0,0,15,0,0,0,2022,defunciones,Cuadro2
19.0,,,Vía pública,419,2,30,380,6,1,0,2022,defunciones,Cuadro2
19.0,,,Otro sitio,164,0,10,151,3,0,0,2022,defunciones,Cuadro2
19.0,,,Sin información,28,0,4,22,1,1,0,2022,defunciones,Cuadro2
19.0,,Sin información,Total,243,0,0,3,0,0,240,2022,defunciones,Cuadro2
19.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
19.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
19.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
19.0,,,Vía pública,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
19.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
19.0,,,Sin información,240,0,0,0,0,0,240,2022,defunciones,Cuadro2
20.0,20 Cesar,Total,Total,6185,1432,3731,982,0,0,40,2022,defunciones,Cuadro2
20.0,,,Hospital/clínica,4463,1345,2738,380,0,0,0,2022,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,23,2,10,11,0,0,0,2022,defunciones,Cuadro2
20.0,,,Casa/domicilio,1146,71,933,139,0,0,3,2022,defunciones,Cuadro2
20.0,,,Lugar de trabajo,22,0,7,15,0,0,0,2022,defunciones,Cuadro2
20.0,,,Vía pública,339,6,22,311,0,0,0,2022,defunciones,Cuadro2
20.0,,,Otro sitio,151,8,20,123,0,0,0,2022,defunciones,Cuadro2
20.0,,,Sin información,41,0,1,3,0,0,37,2022,defunciones,Cuadro2
20.0,,Cabecera municipal,Total,5556,1414,3415,727,0,0,0,2022,defunciones,Cuadro2
20.0,,,Hospital/clínica,4405,1341,2684,380,0,0,0,2022,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,16,1,7,8,0,0,0,2022,defunciones,Cuadro2
20.0,,,Casa/domicilio,860,61,689,110,0,0,0,2022,defunciones,Cuadro2
20.0,,,Lugar de trabajo,12,0,4,8,0,0,0,2022,defunciones,Cuadro2
20.0,,,Vía pública,185,4,16,165,0,0,0,2022,defunciones,Cuadro2
20.0,,,Otro sitio,75,7,14,54,0,0,0,2022,defunciones,Cuadro2
20.0,,,Sin información,3,0,1,2,0,0,0,2022,defunciones,Cuadro2
20.0,,Centro poblado,Total,283,12,225,43,0,0,3,2022,defunciones,Cuadro2
20.0,,,Hospital/clínica,52,4,48,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,5,0,3,2,0,0,0,2022,defunciones,Cuadro2
20.0,,,Casa/domicilio,192,8,169,12,0,0,3,2022,defunciones,Cuadro2
20.0,,,Lugar de trabajo,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
20.0,,,Vía pública,22,0,3,19,0,0,0,2022,defunciones,Cuadro2
20.0,,,Otro sitio,9,0,2,7,0,0,0,2022,defunciones,Cuadro2
20.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,Rural disperso,Total,309,6,91,212,0,0,0,2022,defunciones,Cuadro2
20.0,,,Hospital/clínica,6,0,6,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,2,1,0,1,0,0,0,2022,defunciones,Cuadro2
20.0,,,Casa/domicilio,94,2,75,17,0,0,0,2022,defunciones,Cuadro2
20.0,,,Lugar de trabajo,7,0,3,4,0,0,0,2022,defunciones,Cuadro2
20.0,,,Vía pública,132,2,3,127,0,0,0,2022,defunciones,Cuadro2
20.0,,,Otro sitio,67,1,4,62,0,0,0,2022,defunciones,Cuadro2
20.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
20.0,,Sin información,Total,37,0,0,0,0,0,37,2022,defunciones,Cuadro2
20.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
20.0,,,Sin información,37,0,0,0,0,0,37,2022,defunciones,Cuadro2
23.0,23 Córdoba,Total,Total,9419,2980,5213,1059,25,5,137,2022,defunciones,Cuadro2
23.0,,,Hospital/clínica,6323,2930,2975,417,1,0,0,2022,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,50,13,28,8,1,0,0,2022,defunciones,Cuadro2
23.0,,,Casa/domicilio,2318,33,2126,132,22,5,0,2022,defunciones,Cuadro2
23.0,,,Lugar de trabajo,20,0,6,14,0,0,0,2022,defunciones,Cuadro2
23.0,,,Vía pública,454,2,53,398,1,0,0,2022,defunciones,Cuadro2
23.0,,,Otro sitio,104,2,18,84,0,0,0,2022,defunciones,Cuadro2
23.0,,,Sin información,150,0,7,6,0,0,137,2022,defunciones,Cuadro2
23.0,,Cabecera municipal,Total,7964,2957,4232,769,6,0,0,2022,defunciones,Cuadro2
23.0,,,Hospital/clínica,6261,2926,2928,406,1,0,0,2022,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,40,10,23,6,1,0,0,2022,defunciones,Cuadro2
23.0,,,Casa/domicilio,1355,17,1240,94,4,0,0,2022,defunciones,Cuadro2
23.0,,,Lugar de trabajo,11,0,2,9,0,0,0,2022,defunciones,Cuadro2
23.0,,,Vía pública,243,2,25,216,0,0,0,2022,defunciones,Cuadro2
23.0,,,Otro sitio,51,2,12,37,0,0,0,2022,defunciones,Cuadro2
23.0,,,Sin información,3,0,2,1,0,0,0,2022,defunciones,Cuadro2
23.0,,Centro poblado,Total,560,12,429,107,11,1,0,2022,defunciones,Cuadro2
23.0,,,Hospital/clínica,53,4,41,8,0,0,0,2022,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,7,1,4,2,0,0,0,2022,defunciones,Cuadro2
23.0,,,Casa/domicilio,402,7,371,12,11,1,0,2022,defunciones,Cuadro2
23.0,,,Lugar de trabajo,4,0,2,2,0,0,0,2022,defunciones,Cuadro2
23.0,,,Vía pública,83,0,9,74,0,0,0,2022,defunciones,Cuadro2
23.0,,,Otro sitio,10,0,2,8,0,0,0,2022,defunciones,Cuadro2
23.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
23.0,,Rural disperso,Total,754,11,552,179,8,4,0,2022,defunciones,Cuadro2
23.0,,,Hospital/clínica,9,0,6,3,0,0,0,2022,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,3,2,1,0,0,0,0,2022,defunciones,Cuadro2
23.0,,,Casa/domicilio,561,9,515,26,7,4,0,2022,defunciones,Cuadro2
23.0,,,Lugar de trabajo,5,0,2,3,0,0,0,2022,defunciones,Cuadro2
23.0,,,Vía pública,124,0,19,104,1,0,0,2022,defunciones,Cuadro2
23.0,,,Otro sitio,43,0,4,39,0,0,0,2022,defunciones,Cuadro2
23.0,,,Sin información,9,0,5,4,0,0,0,2022,defunciones,Cuadro2
23.0,,Sin información,Total,141,0,0,4,0,0,137,2022,defunciones,Cuadro2
23.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
23.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
23.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
23.0,,,Vía pública,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
23.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
23.0,,,Sin información,137,0,0,0,0,0,137,2022,defunciones,Cuadro2
25.0,25 Cundinamarca,Total,Total,13686,4119,7864,1689,7,1,6,2022,defunciones,Cuadro2
25.0,,,Hospital/clínica,8009,3747,3710,550,2,0,0,2022,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,89,19,41,29,0,0,0,2022,defunciones,Cuadro2
25.0,,,Casa/domicilio,4586,339,3933,308,5,1,0,2022,defunciones,Cuadro2
25.0,,,Lugar de trabajo,64,0,8,56,0,0,0,2022,defunciones,Cuadro2
25.0,,,Vía pública,612,7,70,535,0,0,0,2022,defunciones,Cuadro2
25.0,,,Otro sitio,297,7,99,191,0,0,0,2022,defunciones,Cuadro2
25.0,,,Sin información,29,0,3,20,0,0,6,2022,defunciones,Cuadro2
25.0,,Cabecera municipal,Total,11497,3953,6397,1142,4,1,0,2022,defunciones,Cuadro2
25.0,,,Hospital/clínica,7881,3734,3599,546,2,0,0,2022,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,73,17,34,22,0,0,0,2022,defunciones,Cuadro2
25.0,,,Casa/domicilio,3046,194,2645,204,2,1,0,2022,defunciones,Cuadro2
25.0,,,Lugar de trabajo,25,0,4,21,0,0,0,2022,defunciones,Cuadro2
25.0,,,Vía pública,292,4,44,244,0,0,0,2022,defunciones,Cuadro2
25.0,,,Otro sitio,160,4,69,87,0,0,0,2022,defunciones,Cuadro2
25.0,,,Sin información,20,0,2,18,0,0,0,2022,defunciones,Cuadro2
25.0,,Centro poblado,Total,174,15,135,24,0,0,0,2022,defunciones,Cuadro2
25.0,,,Hospital/clínica,24,5,19,0,0,0,0,2022,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
25.0,,,Casa/domicilio,124,9,110,5,0,0,0,2022,defunciones,Cuadro2
25.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
25.0,,,Vía pública,15,0,2,13,0,0,0,2022,defunciones,Cuadro2
25.0,,,Otro sitio,8,0,4,4,0,0,0,2022,defunciones,Cuadro2
25.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
25.0,,Rural disperso,Total,1992,151,1332,506,3,0,0,2022,defunciones,Cuadro2
25.0,,,Hospital/clínica,104,8,92,4,0,0,0,2022,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,14,1,7,6,0,0,0,2022,defunciones,Cuadro2
25.0,,,Casa/domicilio,1415,136,1178,98,3,0,0,2022,defunciones,Cuadro2
25.0,,,Lugar de trabajo,37,0,4,33,0,0,0,2022,defunciones,Cuadro2
25.0,,,Vía pública,293,3,24,266,0,0,0,2022,defunciones,Cuadro2
25.0,,,Otro sitio,128,3,26,99,0,0,0,2022,defunciones,Cuadro2
25.0,,,Sin información,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
25.0,,Sin información,Total,23,0,0,17,0,0,6,2022,defunciones,Cuadro2
25.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
25.0,,,Casa/domicilio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
25.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
25.0,,,Vía pública,12,0,0,12,0,0,0,2022,defunciones,Cuadro2
25.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
25.0,,,Sin información,8,0,0,2,0,0,6,2022,defunciones,Cuadro2
27.0,27 Chocó,Total,Total,1768,399,857,383,30,8,91,2022,defunciones,Cuadro2
27.0,,,Hospital/clínica,891,362,486,41,2,0,0,2022,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,29,13,13,3,0,0,0,2022,defunciones,Cuadro2
27.0,,,Casa/domicilio,354,14,265,43,24,8,0,2022,defunciones,Cuadro2
27.0,,,Lugar de trabajo,12,0,6,6,0,0,0,2022,defunciones,Cuadro2
27.0,,,Vía pública,191,3,42,144,2,0,0,2022,defunciones,Cuadro2
27.0,,,Otro sitio,174,7,45,120,2,0,0,2022,defunciones,Cuadro2
27.0,,,Sin información,117,0,0,26,0,0,91,2022,defunciones,Cuadro2
27.0,,Cabecera municipal,Total,1413,385,725,298,5,0,0,2022,defunciones,Cuadro2
27.0,,,Hospital/clínica,866,356,469,39,2,0,0,2022,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,22,10,9,3,0,0,0,2022,defunciones,Cuadro2
27.0,,,Casa/domicilio,256,12,205,37,2,0,0,2022,defunciones,Cuadro2
27.0,,,Lugar de trabajo,7,0,4,3,0,0,0,2022,defunciones,Cuadro2
27.0,,,Vía pública,145,3,23,119,0,0,0,2022,defunciones,Cuadro2
27.0,,,Otro sitio,101,4,15,81,1,0,0,2022,defunciones,Cuadro2
27.0,,,Sin información,16,0,0,16,0,0,0,2022,defunciones,Cuadro2
27.0,,Centro poblado,Total,145,10,74,31,8,3,19,2022,defunciones,Cuadro2
27.0,,,Hospital/clínica,20,4,14,2,0,0,0,2022,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,7,3,4,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Casa/domicilio,45,1,33,2,6,3,0,2022,defunciones,Cuadro2
27.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
27.0,,,Vía pública,21,0,9,11,1,0,0,2022,defunciones,Cuadro2
27.0,,,Otro sitio,28,2,14,11,1,0,0,2022,defunciones,Cuadro2
27.0,,,Sin información,23,0,0,4,0,0,19,2022,defunciones,Cuadro2
27.0,,Rural disperso,Total,137,4,58,53,17,5,0,2022,defunciones,Cuadro2
27.0,,,Hospital/clínica,5,2,3,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Casa/domicilio,53,1,27,4,16,5,0,2022,defunciones,Cuadro2
27.0,,,Lugar de trabajo,4,0,2,2,0,0,0,2022,defunciones,Cuadro2
27.0,,,Vía pública,25,0,10,14,1,0,0,2022,defunciones,Cuadro2
27.0,,,Otro sitio,45,1,16,28,0,0,0,2022,defunciones,Cuadro2
27.0,,,Sin información,5,0,0,5,0,0,0,2022,defunciones,Cuadro2
27.0,,Sin información,Total,73,0,0,1,0,0,72,2022,defunciones,Cuadro2
27.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
27.0,,,Sin información,73,0,0,1,0,0,72,2022,defunciones,Cuadro2
41.0,41 Huila,Total,Total,7345,2058,4148,1113,23,3,0,2022,defunciones,Cuadro2
41.0,,,Hospital/clínica,4455,1931,2105,418,1,0,0,2022,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,28,3,5,20,0,0,0,2022,defunciones,Cuadro2
41.0,,,Casa/domicilio,2315,120,1965,206,22,2,0,2022,defunciones,Cuadro2
41.0,,,Lugar de trabajo,12,0,4,8,0,0,0,2022,defunciones,Cuadro2
41.0,,,Vía pública,271,0,21,250,0,0,0,2022,defunciones,Cuadro2
41.0,,,Otro sitio,249,4,46,199,0,0,0,2022,defunciones,Cuadro2
41.0,,,Sin información,15,0,2,12,0,1,0,2022,defunciones,Cuadro2
41.0,,Cabecera municipal,Total,6161,2022,3368,766,5,0,0,2022,defunciones,Cuadro2
41.0,,,Hospital/clínica,4415,1928,2069,417,1,0,0,2022,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,20,3,5,12,0,0,0,2022,defunciones,Cuadro2
41.0,,,Casa/domicilio,1468,88,1244,132,4,0,0,2022,defunciones,Cuadro2
41.0,,,Lugar de trabajo,5,0,2,3,0,0,0,2022,defunciones,Cuadro2
41.0,,,Vía pública,115,0,10,105,0,0,0,2022,defunciones,Cuadro2
41.0,,,Otro sitio,132,3,37,92,0,0,0,2022,defunciones,Cuadro2
41.0,,,Sin información,6,0,1,5,0,0,0,2022,defunciones,Cuadro2
41.0,,Centro poblado,Total,256,7,213,29,6,1,0,2022,defunciones,Cuadro2
41.0,,,Hospital/clínica,40,3,36,1,0,0,0,2022,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
41.0,,,Casa/domicilio,192,4,174,8,6,0,0,2022,defunciones,Cuadro2
41.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
41.0,,,Vía pública,13,0,1,12,0,0,0,2022,defunciones,Cuadro2
41.0,,,Otro sitio,8,0,2,6,0,0,0,2022,defunciones,Cuadro2
41.0,,,Sin información,1,0,0,0,0,1,0,2022,defunciones,Cuadro2
41.0,,Rural disperso,Total,924,29,567,314,12,2,0,2022,defunciones,Cuadro2
41.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,6,0,0,6,0,0,0,2022,defunciones,Cuadro2
41.0,,,Casa/domicilio,655,28,547,66,12,2,0,2022,defunciones,Cuadro2
41.0,,,Lugar de trabajo,6,0,2,4,0,0,0,2022,defunciones,Cuadro2
41.0,,,Vía pública,143,0,10,133,0,0,0,2022,defunciones,Cuadro2
41.0,,,Otro sitio,107,1,7,99,0,0,0,2022,defunciones,Cuadro2
41.0,,,Sin información,7,0,1,6,0,0,0,2022,defunciones,Cuadro2
41.0,,Sin información,Total,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
41.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
41.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
41.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
41.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
41.0,,,Otro sitio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
41.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
44.0,44 La Guajira,Total,Total,2750,1054,1244,395,33,0,24,2022,defunciones,Cuadro2
44.0,,,Hospital/clínica,1964,1005,841,115,3,0,0,2022,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,22,7,4,11,0,0,0,2022,defunciones,Cuadro2
44.0,,,Casa/domicilio,492,35,379,50,28,0,0,2022,defunciones,Cuadro2
44.0,,,Lugar de trabajo,6,0,2,4,0,0,0,2022,defunciones,Cuadro2
44.0,,,Vía pública,149,2,8,139,0,0,0,2022,defunciones,Cuadro2
44.0,,,Otro sitio,92,4,10,76,2,0,0,2022,defunciones,Cuadro2
44.0,,,Sin información,25,1,0,0,0,0,24,2022,defunciones,Cuadro2
44.0,,Cabecera municipal,Total,2422,1015,1102,284,21,0,0,2022,defunciones,Cuadro2
44.0,,,Hospital/clínica,1920,980,822,115,3,0,0,2022,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,12,3,2,7,0,0,0,2022,defunciones,Cuadro2
44.0,,,Casa/domicilio,357,28,269,43,17,0,0,2022,defunciones,Cuadro2
44.0,,,Lugar de trabajo,4,0,1,3,0,0,0,2022,defunciones,Cuadro2
44.0,,,Vía pública,96,2,4,90,0,0,0,2022,defunciones,Cuadro2
44.0,,,Otro sitio,32,1,4,26,1,0,0,2022,defunciones,Cuadro2
44.0,,,Sin información,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,Centro poblado,Total,123,32,70,16,5,0,0,2022,defunciones,Cuadro2
44.0,,,Hospital/clínica,30,23,7,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,6,3,2,1,0,0,0,2022,defunciones,Cuadro2
44.0,,,Casa/domicilio,68,6,56,1,5,0,0,2022,defunciones,Cuadro2
44.0,,,Lugar de trabajo,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Vía pública,10,0,0,10,0,0,0,2022,defunciones,Cuadro2
44.0,,,Otro sitio,8,0,4,4,0,0,0,2022,defunciones,Cuadro2
44.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,Rural disperso,Total,181,7,72,95,7,0,0,2022,defunciones,Cuadro2
44.0,,,Hospital/clínica,14,2,12,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,4,1,0,3,0,0,0,2022,defunciones,Cuadro2
44.0,,,Casa/domicilio,67,1,54,6,6,0,0,2022,defunciones,Cuadro2
44.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
44.0,,,Vía pública,43,0,4,39,0,0,0,2022,defunciones,Cuadro2
44.0,,,Otro sitio,52,3,2,46,1,0,0,2022,defunciones,Cuadro2
44.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,Sin información,Total,24,0,0,0,0,0,24,2022,defunciones,Cuadro2
44.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
44.0,,,Sin información,24,0,0,0,0,0,24,2022,defunciones,Cuadro2
47.0,47 Magdalena,Total,Total,6593,1872,3703,974,1,16,27,2022,defunciones,Cuadro2
47.0,,,Hospital/clínica,4294,1795,2276,223,0,0,0,2022,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,66,6,42,18,0,0,0,2022,defunciones,Cuadro2
47.0,,,Casa/domicilio,1514,64,1330,103,1,16,0,2022,defunciones,Cuadro2
47.0,,,Lugar de trabajo,21,1,6,14,0,0,0,2022,defunciones,Cuadro2
47.0,,,Vía pública,444,2,30,412,0,0,0,2022,defunciones,Cuadro2
47.0,,,Otro sitio,196,3,17,176,0,0,0,2022,defunciones,Cuadro2
47.0,,,Sin información,58,1,2,28,0,0,27,2022,defunciones,Cuadro2
47.0,,Cabecera municipal,Total,5909,1844,3278,786,1,0,0,2022,defunciones,Cuadro2
47.0,,,Hospital/clínica,4240,1788,2229,223,0,0,0,2022,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,51,3,31,17,0,0,0,2022,defunciones,Cuadro2
47.0,,,Casa/domicilio,1118,49,982,86,1,0,0,2022,defunciones,Cuadro2
47.0,,,Lugar de trabajo,11,1,4,6,0,0,0,2022,defunciones,Cuadro2
47.0,,,Vía pública,306,1,18,287,0,0,0,2022,defunciones,Cuadro2
47.0,,,Otro sitio,155,1,12,142,0,0,0,2022,defunciones,Cuadro2
47.0,,,Sin información,28,1,2,25,0,0,0,2022,defunciones,Cuadro2
47.0,,Centro poblado,Total,477,25,370,82,0,0,0,2022,defunciones,Cuadro2
47.0,,,Hospital/clínica,54,7,47,0,0,0,0,2022,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,14,3,10,1,0,0,0,2022,defunciones,Cuadro2
47.0,,,Casa/domicilio,325,14,303,8,0,0,0,2022,defunciones,Cuadro2
47.0,,,Lugar de trabajo,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
47.0,,,Vía pública,61,1,7,53,0,0,0,2022,defunciones,Cuadro2
47.0,,,Otro sitio,18,0,3,15,0,0,0,2022,defunciones,Cuadro2
47.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
47.0,,Rural disperso,Total,175,3,55,101,0,16,0,2022,defunciones,Cuadro2
47.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
