columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnica del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen,cuadro,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo"
52.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",205,91,114,0,45,55,0,11,15,0,35,44,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
52.0,,Ninguno de las anteriores,575,288,287,0,147,164,0,41,30,0,100,93,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
52.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,Total,1373,706,667,0,567,502,0,43,45,0,96,120,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,54 Norte de Santander
54.0,,Indígena,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,Ninguno de las anteriores,1367,702,665,0,567,501,0,41,45,0,94,119,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
54.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,Total,328,175,153,0,165,136,0,4,5,0,6,12,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,63 Quindío
63.0,,Indígena,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,Ninguno de las anteriores,326,174,152,0,164,136,0,4,5,0,6,11,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
63.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,Total,619,324,295,0,248,228,0,17,8,0,59,59,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,66 Risaralda
66.0,,Indígena,49,23,26,0,2,3,0,1,1,0,20,22,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",12,5,7,0,4,7,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,Ninguno de las anteriores,558,296,262,0,242,218,0,16,7,0,38,37,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
66.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,Total,1630,814,816,0,622,637,0,18,31,0,174,148,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,68 Santander
68.0,,Indígena,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,Ninguno de las anteriores,1627,811,816,0,622,637,0,18,31,0,171,148,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
68.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,Total,857,442,415,0,315,286,0,68,59,0,59,70,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,70 Sucre
70.0,,Indígena,6,1,5,0,0,3,0,0,1,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,Raizal del archipiélago de San Andrés y Providencia,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",13,3,10,0,2,5,0,1,4,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,Ninguno de las anteriores,834,436,398,0,311,276,0,67,54,0,58,68,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
70.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,Total,915,474,441,0,332,318,0,27,20,0,115,103,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,73 Tolima
73.0,,Indígena,14,6,8,0,2,1,0,0,0,0,4,7,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",7,5,2,0,4,2,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,Ninguno de las anteriores,894,463,431,0,326,315,0,27,20,0,110,96,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
73.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,Total,2758,1407,1351,0,1216,1139,0,83,103,0,108,109,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,76 Valle del Cauca
76.0,,Indígena,23,10,13,0,2,4,0,1,2,0,7,7,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,Palenquero de San Basilio,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",419,215,204,0,193,184,0,8,9,0,14,11,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,Ninguno de las anteriores,2315,1182,1133,0,1021,950,0,74,92,0,87,91,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
76.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,Total,258,136,122,0,80,71,0,12,6,0,44,45,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,81 Arauca
81.0,,Indígena,15,8,7,0,0,1,0,1,1,0,7,5,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,Ninguno de las anteriores,241,126,115,0,80,70,0,10,5,0,36,40,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
81.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,Total,411,203,208,0,167,162,0,4,6,0,32,40,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,85 Casanare
85.0,,Indígena,5,2,3,0,1,0,0,0,0,0,1,3,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",9,4,5,0,4,4,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,Ninguno de las anteriores,397,197,200,0,162,158,0,4,6,0,31,36,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
85.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,Total,329,162,167,0,82,92,0,6,4,0,74,71,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,86 Putumayo
86.0,,Indígena,48,24,24,0,7,10,0,2,0,0,15,14,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,Ninguno de las anteriores,278,138,140,0,75,82,0,4,4,0,59,54,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
86.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,Total,52,30,22,0,19,11,0,9,5,0,2,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,88 Archipiélago de San Andrés y Providencia
88.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,Raizal del archipiélago de San Andrés y Providencia,18,10,8,0,4,2,0,5,2,0,1,4,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,Ninguno de las anteriores,34,20,14,0,15,9,0,4,3,0,1,2,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
88.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,Total,71,39,32,0,23,19,0,8,6,0,8,7,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,91 Amazonas
91.0,,Indígena,36,21,15,0,6,5,0,8,6,0,7,4,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,Ninguno de las anteriores,35,18,17,0,17,14,0,0,0,0,1,3,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
91.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,Total,53,28,25,0,13,11,0,2,0,0,13,14,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,94 Guainía
94.0,,Indígena,40,21,19,0,8,7,0,2,0,0,11,12,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,Ninguno de las anteriores,13,7,6,0,5,4,0,0,0,0,2,2,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
94.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,Total,86,43,43,0,23,21,0,3,1,0,17,21,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,95 Guaviare
95.0,,Indígena,10,6,4,0,1,1,0,0,0,0,5,3,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,Ninguno de las anteriores,73,35,38,0,21,20,0,3,1,0,11,17,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
95.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,Total,33,19,14,0,9,5,0,1,0,0,9,9,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,97 Vaupés
97.0,,Indígena,26,16,10,0,6,3,0,1,0,0,9,7,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,Ninguno de las anteriores,7,3,4,0,3,2,0,0,0,0,0,2,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
97.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,Total,88,42,46,0,17,24,0,0,3,0,25,19,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,99 Vichada
99.0,,Indígena,61,31,30,0,8,11,0,0,2,0,23,17,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,Ninguno de las anteriores,27,11,16,0,9,13,0,0,1,0,2,2,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
99.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,Total,216,114,102,0,0,0,0,0,0,0,0,0,0,114,102,0,2024,nacimientos,Cuadro11,cuadro11,Extranjero
75.0,,Indígena,60,34,26,0,0,0,0,0,0,0,0,0,0,34,26,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,Ninguno de las anteriores,155,79,76,0,0,0,0,0,0,0,0,0,0,79,76,0,2024,nacimientos,Cuadro11,cuadro11,
75.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,Sin Información
1.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,Ninguno de las anteriores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
1.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
,,,,,,,,,,,,,,,,,,,2024,nacimientos,Cuadro11,cuadro11,Fuente: DANE - Estadísticas Vitales
,,,,,,,,,,,,,,,,,,,2024,nacimientos,Cuadro11,cuadro11,Fecha de actualización: 22 de marzo de 2024
,,,,,,,,,,,,,,,,,,,2025,nacimientos,Cuadro11,cuadro11,"Año corrido 2025, preliminar - (Nacimientos ocurridos y reportados por la fuente entre el 1 de enero y el 31 de julio de 2025)"
,,,,,,,,,,,,,,,,,,,2025,nacimientos,Cuadro11,cuadro11,Volver al índice
,,,TOTAL,Total,,,Área de residencia de la madre,,,,,,,,,,,,2025,nacimientos,Cuadro11,cuadro11,Departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo
,,,,,,,Cabecera municipal,,,Centro poblado,,,Rural disperso,,,Sin información,,,2025,nacimientos,Cuadro11,cuadro11,
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2025,nacimientos,Cuadro11,cuadro11,
3.0,,Total,243870,125026,118832,12,93860,89173,7,7840,7389,1,22635,21646,4,691,624,0,2025,nacimientos,Cuadro11,cuadro11,Total Nacional
3.0,,Indígena,12919,6632,6285,2,1322,1290,0,649,573,0,4497,4273,2,164,149,0,2025,nacimientos,Cuadro11,cuadro11,
3.0,,Rom (Gitano),11,6,5,0,5,5,0,0,0,0,1,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
3.0,,Raizal del archipiélago de San Andrés y Providencia,113,65,48,0,48,43,0,9,2,0,8,3,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
3.0,,Palenquero de San Basilio,19,11,8,0,4,4,0,3,4,0,4,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
3.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",8932,4564,4368,0,3455,3312,0,375,387,0,730,664,0,4,5,0,2025,nacimientos,Cuadro11,cuadro11,
3.0,,Ninguno de las anteriores,221876,113748,108118,10,89026,84519,7,6804,6423,1,17395,16706,2,523,470,0,2025,nacimientos,Cuadro11,cuadro11,
3.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,Total,28836,14765,14068,3,10992,10453,2,823,732,0,2950,2883,1,0,0,0,2025,nacimientos,Cuadro11,cuadro11,05 Antioquia
5.0,,Indígena,206,112,94,0,23,17,0,6,8,0,83,69,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,Rom (Gitano),2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,Palenquero de San Basilio,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",606,280,326,0,207,233,0,23,44,0,50,49,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,Ninguno de las anteriores,28021,14371,13647,3,10760,10202,2,794,680,0,2817,2765,1,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
5.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,Total,13895,7192,6703,0,6976,6490,0,158,165,0,58,48,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,08 Atlántico
8.0,,Indígena,10,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,Raizal del archipiélago de San Andrés y Providencia,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",45,22,23,0,19,23,0,2,0,0,1,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,Ninguno de las anteriores,13839,7165,6674,0,6952,6461,0,156,165,0,57,48,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
8.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,Total,31826,16265,15559,2,16227,15530,2,2,3,0,36,26,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,11 Bogotá
11.0,,Indígena,83,39,44,0,39,44,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,Rom (Gitano),4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,Raizal del archipiélago de San Andrés y Providencia,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,Palenquero de San Basilio,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",132,64,68,0,64,68,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,Ninguno de las anteriores,31602,16156,15444,2,16118,15415,2,2,3,0,36,26,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
11.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
