columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen,cuadro
15.0,15511.0,,,Rural disperso,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15511.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15514.0,,15514 Páez,TOTAL,9,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15514.0,,,Cabecera municipal,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15514.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15514.0,,,Rural disperso,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15514.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15516.0,,15516 Paipa,TOTAL,117,67,50,0,0,0,0,0,0,0,0,1,0,7,0,0,10,3,0,33,21,0,17,23,0,0,2,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15516.0,,,Cabecera municipal,80,45,35,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,24,15,0,15,16,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15516.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15516.0,,,Rural disperso,36,21,15,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,9,6,0,2,7,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15516.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15518.0,,15518 Pajarito,TOTAL,5,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15518.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15518.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15518.0,,,Rural disperso,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15518.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15522.0,,15522 Panqueba,TOTAL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15522.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15522.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15522.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15522.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15531.0,,15531 Pauna,TOTAL,25,13,12,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,0,3,6,0,4,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15531.0,,,Cabecera municipal,10,5,5,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15531.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15531.0,,,Rural disperso,15,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,0,4,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15531.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15533.0,,15533 Paya,TOTAL,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15533.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15533.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15533.0,,,Rural disperso,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15533.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15537.0,,15537 Paz de Río,TOTAL,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,2,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15537.0,,,Cabecera municipal,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15537.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15537.0,,,Rural disperso,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15537.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15542.0,,15542 Pesca,TOTAL,24,15,9,0,0,0,0,1,0,0,1,0,0,2,3,0,3,1,0,5,3,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15542.0,,,Cabecera municipal,7,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15542.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15542.0,,,Rural disperso,17,12,5,0,0,0,0,1,0,0,1,0,0,2,2,0,2,0,0,4,1,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15542.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15550.0,,15550 Pisba,TOTAL,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15550.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15550.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15550.0,,,Rural disperso,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15550.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15572.0,,15572 Puerto Boyacá,TOTAL,227,139,88,0,1,0,0,2,2,0,1,0,0,29,7,0,25,12,0,63,41,0,17,26,0,1,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15572.0,,,Cabecera municipal,184,108,76,0,1,0,0,0,2,0,1,0,0,23,5,0,13,10,0,54,35,0,15,24,0,1,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15572.0,,,Centro poblado,10,7,3,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15572.0,,,Rural disperso,31,22,9,0,0,0,0,2,0,0,0,0,0,5,1,0,6,2,0,8,5,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15572.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15580.0,,15580 Quípama,TOTAL,12,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15580.0,,,Cabecera municipal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15580.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15580.0,,,Rural disperso,9,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15580.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15599.0,,15599 Ramiriquí,TOTAL,58,30,28,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,19,14,0,8,10,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15599.0,,,Cabecera municipal,37,16,21,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,10,8,0,4,9,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15599.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15599.0,,,Rural disperso,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,0,4,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15599.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15600.0,,15600 Ráquira,TOTAL,17,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,6,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15600.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15600.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15600.0,,,Rural disperso,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15600.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15621.0,,15621 Rondón,TOTAL,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15621.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15621.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15621.0,,,Rural disperso,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15621.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15632.0,,15632 Saboyá,TOTAL,30,16,14,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,9,5,0,3,4,0,0,2,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15632.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15632.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15632.0,,,Rural disperso,27,14,13,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,8,5,0,3,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15632.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15638.0,,15638 Sáchica,TOTAL,11,7,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15638.0,,,Cabecera municipal,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15638.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15638.0,,,Rural disperso,5,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15638.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15646.0,,15646 Samacá,TOTAL,51,32,19,0,0,0,0,1,0,0,1,0,0,11,3,0,6,1,0,7,6,0,6,8,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15646.0,,,Cabecera municipal,20,12,8,0,0,0,0,1,0,0,0,0,0,4,1,0,3,0,0,2,2,0,2,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15646.0,,,Centro poblado,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15646.0,,,Rural disperso,25,17,8,0,0,0,0,0,0,0,0,0,0,7,2,0,2,1,0,5,2,0,3,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15646.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15660.0,,15660 San Eduardo,TOTAL,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15660.0,,,Cabecera municipal,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15660.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15660.0,,,Rural disperso,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15660.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15664.0,,15664 San José de Pare,TOTAL,21,15,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,2,0,2,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15664.0,,,Cabecera municipal,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15664.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15664.0,,,Rural disperso,16,12,4,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,2,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15664.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15667.0,,15667 San Luis de Gaceno,TOTAL,30,19,11,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,0,6,5,0,6,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15667.0,,,Cabecera municipal,18,11,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,5,0,4,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15667.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15667.0,,,Rural disperso,11,8,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,0,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15667.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15673.0,,15673 San Mateo,TOTAL,24,10,14,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,9,0,2,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15673.0,,,Cabecera municipal,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15673.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15673.0,,,Rural disperso,10,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15673.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15676.0,,15676 San Miguel de Sema,TOTAL,19,8,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,2,5,0,0,3,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15676.0,,,Cabecera municipal,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15676.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15676.0,,,Rural disperso,8,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15676.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15681.0,,15681 San Pablo de Borbur,TOTAL,21,16,5,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,7,1,0,5,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15681.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15681.0,,,Centro poblado,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15681.0,,,Rural disperso,15,12,3,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,6,1,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15681.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15686.0,,15686 Santana,TOTAL,26,19,7,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,7,2,0,4,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15686.0,,,Cabecera municipal,9,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15686.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15686.0,,,Rural disperso,17,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,3,2,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15686.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15690.0,,15690 Santa María,TOTAL,15,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,2,0,3,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15690.0,,,Cabecera municipal,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,2,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15690.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15690.0,,,Rural disperso,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15690.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15693.0,,15693 Santa Rosa de Viterbo,TOTAL,28,16,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,7,6,0,5,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15693.0,,,Cabecera municipal,20,11,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,4,0,4,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15693.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15693.0,,,Rural disperso,8,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15693.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15696.0,,15696 Santa Sofía,TOTAL,12,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15696.0,,,Cabecera municipal,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
