columna,columna_1,"CUADRO 6A - Nacimientos por peso al nacer, según departamento, municipio y área de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,año,tipo,hoja_origen,cuadro
15.0,15248.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15248.0,,,Rural disperso,2,0,0,0,0,1,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15248.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15272.0,,15272 Firavitoba,Total,22,0,0,0,0,9,10,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15272.0,,,Cabecera municipal,6,0,0,0,0,2,3,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15272.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15272.0,,,Rural disperso,16,0,0,0,0,7,7,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15272.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15276.0,,15276 Floresta,Total,10,0,0,0,1,7,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15276.0,,,Cabecera municipal,3,0,0,0,0,2,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15276.0,,,Centro poblado,1,0,0,0,0,1,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15276.0,,,Rural disperso,6,0,0,0,1,4,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15276.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15293.0,,15293 Gachantivá,Total,9,1,0,0,1,3,3,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15293.0,,,Cabecera municipal,3,1,0,0,0,0,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15293.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15293.0,,,Rural disperso,6,0,0,0,1,3,1,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15293.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15296.0,,15296 Gámeza,Total,20,0,0,1,2,7,9,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15296.0,,,Cabecera municipal,6,0,0,0,0,1,4,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15296.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15296.0,,,Rural disperso,14,0,0,1,2,6,5,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15296.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15299.0,,15299 Garagoa,Total,58,0,0,0,2,16,26,13,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15299.0,,,Cabecera municipal,53,0,0,0,2,13,25,12,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15299.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15299.0,,,Rural disperso,5,0,0,0,0,3,1,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15299.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15317.0,,15317 Guacamayas,Total,2,0,0,0,0,0,1,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15317.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15317.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15317.0,,,Rural disperso,1,0,0,0,0,0,0,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15317.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15322.0,,15322 Guateque,Total,41,0,0,1,2,10,18,8,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15322.0,,,Cabecera municipal,31,0,0,1,0,8,12,8,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15322.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15322.0,,,Rural disperso,10,0,0,0,2,2,6,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15322.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15325.0,,15325 Guayatá,Total,8,0,0,0,1,5,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15325.0,,,Cabecera municipal,3,0,0,0,0,3,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15325.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15325.0,,,Rural disperso,5,0,0,0,1,2,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15325.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15332.0,,15332 Güicán de La Sierra,Total,16,0,0,0,3,8,4,0,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15332.0,,,Cabecera municipal,5,0,0,0,1,2,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15332.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15332.0,,,Rural disperso,11,0,0,0,2,6,2,0,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15332.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15362.0,,15362 Iza,Total,9,0,0,0,0,2,6,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15362.0,,,Cabecera municipal,5,0,0,0,0,1,4,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15362.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15362.0,,,Rural disperso,4,0,0,0,0,1,2,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15362.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15367.0,,15367 Jenesano,Total,20,0,0,0,1,5,11,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15367.0,,,Cabecera municipal,7,0,0,0,0,2,4,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15367.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15367.0,,,Rural disperso,13,0,0,0,1,3,7,1,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15367.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15368.0,,15368 Jericó,Total,14,0,0,0,0,8,5,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15368.0,,,Cabecera municipal,4,0,0,0,0,4,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15368.0,,,Centro poblado,1,0,0,0,0,1,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15368.0,,,Rural disperso,9,0,0,0,0,3,5,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15368.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15377.0,,15377 Labranzagrande,Total,8,0,0,0,0,3,3,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15377.0,,,Cabecera municipal,4,0,0,0,0,0,2,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15377.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15377.0,,,Rural disperso,4,0,0,0,0,3,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15377.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15380.0,,15380 La Capilla,Total,5,0,0,0,0,1,4,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15380.0,,,Cabecera municipal,2,0,0,0,0,0,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15380.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15380.0,,,Rural disperso,3,0,0,0,0,1,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15380.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15401.0,,15401 La Victoria,Total,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15401.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15401.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15401.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15401.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15403.0,,15403 La Uvita,Total,9,0,0,0,2,4,2,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15403.0,,,Cabecera municipal,2,0,0,0,0,1,0,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15403.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15403.0,,,Rural disperso,7,0,0,0,2,3,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15403.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15407.0,,15407 Villa de Leyva,Total,79,2,0,0,11,26,28,10,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15407.0,,,Cabecera municipal,43,2,0,0,5,15,14,6,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15407.0,,,Centro poblado,2,0,0,0,1,1,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15407.0,,,Rural disperso,34,0,0,0,5,10,14,4,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15407.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15425.0,,15425 Macanal,Total,11,0,0,0,0,2,7,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15425.0,,,Cabecera municipal,2,0,0,0,0,0,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15425.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15425.0,,,Rural disperso,9,0,0,0,0,2,5,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15425.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15442.0,,15442 Maripí,Total,17,0,0,1,3,3,6,2,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15442.0,,,Cabecera municipal,2,0,0,0,0,0,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15442.0,,,Centro poblado,3,0,0,0,0,0,2,0,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15442.0,,,Rural disperso,12,0,0,1,3,3,2,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15442.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15455.0,,15455 Miraflores,Total,32,0,0,0,1,4,17,7,3,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15455.0,,,Cabecera municipal,24,0,0,0,0,2,15,5,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15455.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15455.0,,,Rural disperso,8,0,0,0,1,2,2,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15455.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15464.0,,15464 Mongua,Total,15,0,0,0,3,8,3,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15464.0,,,Cabecera municipal,6,0,0,0,2,3,0,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15464.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15464.0,,,Rural disperso,9,0,0,0,1,5,3,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15464.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15466.0,,15466 Monguí,Total,20,0,0,1,1,9,7,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15466.0,,,Cabecera municipal,6,0,0,1,0,4,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15466.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15466.0,,,Rural disperso,14,0,0,0,1,5,6,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15466.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15469.0,,15469 Moniquirá,Total,124,1,0,1,10,33,55,22,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15469.0,,,Cabecera municipal,79,1,0,1,5,23,33,14,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15469.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15469.0,,,Rural disperso,45,0,0,0,5,10,22,8,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15469.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15476.0,,15476 Motavita,Total,20,0,1,1,2,8,6,1,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15476.0,,,Cabecera municipal,2,0,0,0,1,1,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15476.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15476.0,,,Rural disperso,18,0,1,1,1,7,6,1,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15476.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15480.0,,15480 Muzo,Total,21,0,0,0,2,6,11,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15480.0,,,Cabecera municipal,12,0,0,0,0,3,7,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15480.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15480.0,,,Rural disperso,9,0,0,0,2,3,4,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15480.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15491.0,,15491 Nobsa,Total,83,0,0,1,10,23,37,12,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15491.0,,,Cabecera municipal,44,0,0,0,5,11,20,8,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15491.0,,,Centro poblado,6,0,0,0,2,1,2,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15491.0,,,Rural disperso,33,0,0,1,3,11,15,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15491.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15494.0,,15494 Nuevo Colón,Total,18,0,0,0,1,7,6,4,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15494.0,,,Cabecera municipal,5,0,0,0,1,1,2,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15494.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15494.0,,,Rural disperso,13,0,0,0,0,6,4,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15494.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15500.0,,15500 Oicatá,Total,13,0,1,0,2,2,5,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15500.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15500.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15500.0,,,Rural disperso,13,0,1,0,2,2,5,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15500.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15507.0,,15507 Otanche,Total,29,0,0,0,2,10,10,6,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15507.0,,,Cabecera municipal,14,0,0,0,1,4,7,1,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15507.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15507.0,,,Rural disperso,15,0,0,0,1,6,3,5,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15507.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15511.0,,15511 Pachavita,Total,6,0,0,0,0,3,3,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15511.0,,,Cabecera municipal,2,0,0,0,0,1,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15511.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15511.0,,,Rural disperso,4,0,0,0,0,2,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15511.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15514.0,,15514 Páez,Total,7,0,0,0,0,3,3,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15514.0,,,Cabecera municipal,6,0,0,0,0,2,3,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15514.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15514.0,,,Rural disperso,1,0,0,0,0,1,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15514.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15516.0,,15516 Paipa,Total,160,1,0,4,13,53,69,17,3,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15516.0,,,Cabecera municipal,102,0,0,3,8,27,47,15,2,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15516.0,,,Centro poblado,5,0,0,0,1,3,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15516.0,,,Rural disperso,53,1,0,1,4,23,21,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15516.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15518.0,,15518 Pajarito,Total,6,0,0,0,0,3,3,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15518.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15518.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15518.0,,,Rural disperso,5,0,0,0,0,3,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15518.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15522.0,,15522 Panqueba,Total,5,0,0,0,0,2,2,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15522.0,,,Cabecera municipal,3,0,0,0,0,1,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15522.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15522.0,,,Rural disperso,2,0,0,0,0,1,0,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15522.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15531.0,,15531 Pauna,Total,26,0,0,0,4,9,9,4,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15531.0,,,Cabecera municipal,10,0,0,0,2,3,2,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15531.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15531.0,,,Rural disperso,16,0,0,0,2,6,7,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15531.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15533.0,,15533 Paya,Total,8,0,0,0,1,2,2,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15533.0,,,Cabecera municipal,3,0,0,0,1,0,0,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15533.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15533.0,,,Rural disperso,5,0,0,0,0,2,2,1,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15533.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15537.0,,15537 Paz de Río,Total,11,0,0,0,1,1,7,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15537.0,,,Cabecera municipal,11,0,0,0,1,1,7,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15537.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15537.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15537.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15542.0,,15542 Pesca,Total,37,0,0,0,1,13,16,7,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15542.0,,,Cabecera municipal,8,0,0,0,0,1,5,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15542.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15542.0,,,Rural disperso,29,0,0,0,1,12,11,5,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15542.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15550.0,,15550 Pisba,Total,2,0,0,0,0,0,2,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15550.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15550.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15550.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15550.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15572.0,,15572 Puerto Boyacá,Total,248,2,3,6,17,58,104,54,3,1,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15572.0,,,Cabecera municipal,157,0,2,6,13,34,69,32,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15572.0,,,Centro poblado,39,0,0,0,1,8,17,12,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15572.0,,,Rural disperso,52,2,1,0,3,16,18,10,1,1,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15572.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15580.0,,15580 Quípama,Total,18,0,0,0,1,10,4,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15580.0,,,Cabecera municipal,3,0,0,0,0,3,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15580.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15580.0,,,Rural disperso,15,0,0,0,1,7,4,2,1,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15580.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15599.0,,15599 Ramiriquí,Total,57,0,0,1,5,16,30,5,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15599.0,,,Cabecera municipal,23,0,0,1,2,7,10,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15599.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15599.0,,,Rural disperso,34,0,0,0,3,9,20,2,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15599.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15600.0,,15600 Ráquira,Total,53,0,1,0,6,20,19,7,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15600.0,,,Cabecera municipal,24,0,0,0,1,9,11,3,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15600.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15600.0,,,Rural disperso,29,0,1,0,5,11,8,4,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15600.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15621.0,,15621 Rondón,Total,3,0,0,0,1,2,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
15.0,15621.0,,,Cabecera municipal,2,0,0,0,1,1,0,0,0,0,2025,nacimientos,Cuadro6A,cuadro6a
