columna,"CUADRO 11 - Defunciones por grupo de edad y sexo, según departamentos de ocurrencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
3.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,56,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,3,3,0,0,2,0,2,1,0,0,3,0,2,6,0,3,3,0,5,4,0,1,3,0,2,3,0,2,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,050 Enfermedades hipertensivas,9554,4459,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,3,0,0,11,7,0,12,8,0,27,17,0,58,29,0,54,42,0,98,63,0,153,88,0,236,200,0,332,258,0,480,405,0,641,557,0,749,767,0,769,1060,0,538,981,0,241,458,0,52,153,0,0,0,0,2024,defunciones,Cuadro11
3.0,,051 Enfermedades isquémicas del corazón,46885,25244,21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,27,9,0,58,21,0,98,37,0,123,69,0,280,137,0,495,212,0,700,355,0,1230,555,0,2009,848,0,2619,1405,0,3151,1905,0,3448,2461,0,3854,3360,0,3463,4113,0,2435,3640,0,1002,1900,0,237,606,0,0,0,0,2024,defunciones,Cuadro11
3.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,1256,505,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,4,3,0,4,6,0,5,7,0,10,15,0,13,15,0,14,37,0,20,28,0,20,33,0,31,34,0,46,47,0,63,59,0,50,83,0,65,90,0,56,89,0,61,84,0,29,75,0,9,35,0,1,6,0,0,0,0,2024,defunciones,Cuadro11
3.0,,053 Todas las demás formas de enfermedad del corazón,5198,2783,2415,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7,11,0,2,8,0,3,7,0,4,5,0,6,4,0,5,17,0,19,5,0,30,15,0,26,14,0,48,13,0,52,24,0,58,38,0,73,43,0,101,66,0,151,70,0,210,134,0,268,182,0,343,214,0,407,272,0,400,373,0,302,455,0,197,299,0,57,131,0,12,14,0,0,0,0,2024,defunciones,Cuadro11
3.0,,054 Insuficiencia cardíaca,1704,934,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,0,5,2,0,3,3,0,6,7,0,8,4,0,10,7,0,21,12,0,43,22,0,61,28,0,77,53,0,109,78,0,145,78,0,161,133,0,136,151,0,94,120,0,41,51,0,9,17,0,0,0,0,2024,defunciones,Cuadro11
3.0,,055 Enfermedades cerebrovasculares,16981,7963,9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,7,3,0,7,7,0,21,17,0,27,20,0,38,32,0,62,51,0,81,87,0,145,124,0,177,193,0,281,260,0,389,349,0,587,508,0,786,723,0,1049,888,0,1163,1168,0,1200,1403,0,1121,1533,0,585,1093,0,183,464,0,47,91,0,0,0,0,2024,defunciones,Cuadro11
3.0,,056 Aterosclerosis,77,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,0,1,0,0,6,1,0,7,0,0,7,4,0,3,7,0,5,3,0,5,5,0,7,6,0,0,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,057 Aneurisma aórtico,1670,1091,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,6,4,0,15,3,0,13,5,0,16,8,0,37,18,0,35,10,0,62,21,0,89,44,0,161,57,0,182,75,0,162,93,0,146,106,0,99,75,0,43,44,0,19,12,0,2,2,0,0,0,0,2024,defunciones,Cuadro11
3.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,1874,850,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,4,4,0,5,8,0,6,8,0,12,15,0,20,26,0,22,21,0,31,28,0,53,45,0,79,58,0,85,102,0,101,85,0,121,140,0,98,134,0,108,162,0,77,108,0,18,57,0,6,18,0,0,0,0,2024,defunciones,Cuadro11
3.0,,059 Neumonía,9599,4982,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,0,27,19,0,25,14,0,18,16,0,13,12,0,15,14,0,28,20,0,44,24,0,54,35,0,94,35,0,91,40,0,90,59,0,135,85,0,137,104,0,207,146,0,302,207,0,426,298,0,539,396,0,596,493,0,687,651,0,684,771,0,464,709,0,210,347,0,50,89,0,0,0,0,2024,defunciones,Cuadro11
3.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,16640,8686,7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,0,4,1,0,1,4,0,12,4,0,14,7,0,17,11,0,16,15,0,20,27,0,27,22,0,87,38,0,175,86,0,376,217,0,693,376,0,1034,608,0,1253,885,0,1608,1302,0,1629,1737,0,1123,1563,0,494,827,0,99,220,0,0,0,0,2024,defunciones,Cuadro11
3.0,,061 Enfermedades del pulmón debidas a agentes externos,1474,669,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,2,0,4,2,0,4,4,0,7,2,0,7,3,0,4,1,0,17,6,0,14,13,0,33,18,0,51,43,0,56,57,0,103,83,0,101,114,0,116,184,0,99,152,0,41,95,0,10,22,0,0,0,0,2024,defunciones,Cuadro11
3.0,,062 Todas las demás enfermedades del sistema respiratorio,3484,1843,1641,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,36,33,0,20,20,0,11,19,0,11,10,0,15,9,0,10,5,0,16,7,0,24,7,0,25,5,0,27,16,0,30,20,0,40,36,0,33,42,0,80,49,0,98,98,0,121,99,0,187,134,0,230,153,0,231,182,0,220,201,0,200,222,0,122,173,0,43,68,0,9,31,0,0,0,0,2024,defunciones,Cuadro11
3.0,,063 Úlcera,1224,662,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,8,0,0,6,2,0,7,4,0,5,3,0,13,2,0,15,11,0,20,7,0,31,18,0,54,27,0,59,46,0,85,44,0,82,63,0,92,90,0,94,99,0,60,80,0,26,46,0,4,13,0,0,0,0,2024,defunciones,Cuadro11
3.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,938,468,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,3,1,0,5,1,0,3,1,0,4,5,0,12,6,0,7,9,0,13,3,0,14,6,0,33,16,0,26,24,0,51,33,0,51,45,0,65,57,0,58,67,0,63,64,0,37,85,0,19,28,0,3,11,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",2666,1369,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,3,0,5,1,0,3,5,0,4,4,0,4,2,0,8,5,0,15,4,0,16,8,0,25,14,0,24,17,0,29,14,0,29,21,0,40,31,0,56,39,0,88,69,0,137,97,0,159,125,0,195,193,0,204,213,0,174,220,0,113,154,0,25,45,0,1,9,0,0,0,0,2024,defunciones,Cuadro11
3.0,,066 Enfermedades del hígado,3546,2063,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,0,1,0,1,4,0,0,1,0,6,8,0,8,7,0,10,7,0,19,18,0,38,20,0,66,27,0,89,36,0,156,70,0,237,105,0,257,154,0,304,198,0,279,205,0,240,223,0,171,199,0,119,124,0,42,62,0,18,5,0,2,3,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",2588,1110,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,3,0,3,10,0,10,10,0,12,16,0,15,29,0,31,34,0,34,33,0,47,37,0,73,66,0,84,112,0,121,108,0,113,179,0,164,196,0,167,185,0,129,230,0,77,153,0,22,64,0,3,11,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",1990,916,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,0,1,2,0,2,1,0,1,2,0,2,1,0,4,2,0,4,5,0,10,13,0,15,9,0,20,14,0,20,15,0,25,13,0,33,27,0,57,31,0,81,68,0,88,110,0,117,135,0,136,155,0,131,164,0,84,171,0,61,99,0,16,30,0,2,3,0,0,0,0,2024,defunciones,Cuadro11
3.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,1049,522,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,4,0,3,2,0,2,1,0,1,3,0,2,6,0,9,3,0,5,9,0,10,7,0,21,21,0,22,17,0,18,15,0,29,18,0,33,30,0,50,40,0,54,55,0,69,65,0,59,62,0,63,72,0,42,46,0,20,36,0,5,11,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
3.0,,070 Hemorragia gastrointestinal,1242,663,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,2,1,0,3,0,0,9,4,0,8,2,0,2,1,0,8,4,0,6,4,0,20,8,0,25,9,0,22,20,0,53,35,0,69,57,0,93,62,0,107,92,0,116,131,0,87,100,0,24,35,0,6,10,0,0,0,0,2024,defunciones,Cuadro11
3.0,,071 Enfermedades de la piel y del tejido subcutáneo,1982,874,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,4,2,0,2,1,0,0,0,0,3,2,0,9,3,0,5,5,0,15,6,0,15,7,0,14,7,0,20,16,0,20,13,0,34,21,0,49,47,0,58,56,0,73,78,0,93,117,0,114,139,0,118,184,0,111,148,0,73,146,0,36,80,0,5,27,0,0,0,0,2024,defunciones,Cuadro11
3.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,2262,704,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,0,7,11,0,6,39,0,12,51,0,12,40,0,20,48,0,18,55,0,18,69,0,36,63,0,32,80,0,49,78,0,65,102,0,61,136,0,85,151,0,89,168,0,64,139,0,61,164,0,42,96,0,11,55,0,5,8,0,0,0,0,2024,defunciones,Cuadro11
3.0,,073 Enfermedades glomerulares y tubulointersticiales,555,244,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,3,2,0,3,2,0,2,1,0,1,2,0,3,3,0,4,2,0,3,3,0,8,11,0,8,7,0,5,11,0,13,18,0,19,27,0,23,28,0,29,32,0,31,32,0,41,44,0,17,38,0,15,31,0,8,13,0,3,3,0,0,0,0,2024,defunciones,Cuadro11
3.0,,074 Insuficiencia renal,2743,1581,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,3,0,2,2,0,4,5,0,15,4,0,11,5,0,8,9,0,20,16,0,23,28,0,35,30,0,52,41,0,75,64,0,101,80,0,132,92,0,181,107,0,218,136,0,252,155,0,240,184,0,147,130,0,53,53,0,8,17,0,0,0,0,2024,defunciones,Cuadro11
3.0,,075 Todas las demás enfermedades del sistema urinario,3805,1541,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2,0,0,0,1,0,0,0,0,1,2,0,3,3,0,6,7,0,8,13,0,5,17,0,11,15,0,16,16,0,19,23,0,28,37,0,39,59,0,65,94,0,93,121,0,161,184,0,222,292,0,277,380,0,264,434,0,208,373,0,91,160,0,20,29,0,0,0,0,2024,defunciones,Cuadro11
3.0,,076 Hiperplasia de la próstata,724,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,13,0,0,31,0,0,87,0,0,115,0,0,141,0,0,159,0,0,122,0,0,44,0,0,8,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,077 Trastornos de los órganos genitales,248,109,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,6,0,2,3,0,3,4,0,3,8,0,2,7,0,3,8,0,3,3,0,12,15,0,11,17,0,15,14,0,18,5,0,15,12,0,10,14,0,6,18,0,3,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"078 Embarazo, parto y puerperio",355,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,49,0,0,69,0,0,78,0,0,72,0,0,45,0,0,31,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,137,71,66,0,11,7,0,9,11,0,31,29,0,15,16,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,302,179,123,0,43,26,0,47,29,0,57,46,0,28,18,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",88,49,39,0,21,6,0,15,13,0,4,9,0,4,4,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,082 Trastornos respiratorios específicos del período perinatal,983,561,421,1,23,19,1,86,78,0,245,144,0,81,79,0,7,3,0,74,62,0,15,10,0,3,2,0,5,4,0,3,2,0,1,1,0,1,1,0,5,2,0,0,6,0,4,2,0,4,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,159,99,60,0,1,1,0,4,2,0,43,23,0,35,25,0,0,1,0,9,7,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,084 Infecciones específicas del período perinatal,507,287,220,0,5,3,0,29,25,0,122,74,0,95,82,0,2,8,0,28,24,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,085 Enterocolitis necrotizante del feto y del recién nacido,165,92,73,0,0,0,0,0,2,0,17,15,0,50,33,0,3,0,0,22,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,086 Todas las demás afecciones originadas en el período perinatal,344,203,137,4,9,11,3,20,11,1,82,49,0,57,40,0,3,1,0,17,12,0,5,2,0,4,2,0,1,3,0,1,1,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,087 Malformaciones congénitas del sistema circulatorio,895,487,407,1,6,4,0,21,21,1,90,55,0,100,76,0,2,5,0,95,84,0,43,38,0,19,13,0,20,16,0,7,9,0,13,11,0,7,10,0,14,12,0,7,7,0,4,7,0,4,4,0,6,4,0,5,8,0,3,5,0,5,3,0,3,4,0,5,5,0,2,0,0,3,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",950,525,424,1,18,14,1,41,39,0,60,39,0,61,45,0,2,3,0,92,54,0,19,29,0,13,19,0,29,15,0,17,18,0,22,10,0,29,16,0,13,14,0,14,17,0,15,12,0,9,7,0,4,10,0,14,7,0,12,11,0,11,16,0,15,11,0,6,6,0,2,8,0,2,1,0,1,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"089 Signos, síntomas y afecciones mal definidas",4491,2819,1663,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,39,31,0,10,20,0,20,17,0,20,22,0,15,6,0,26,26,0,44,30,0,132,42,0,138,33,0,157,54,0,134,44,0,130,57,0,137,54,0,145,51,1,148,73,0,189,60,3,175,83,0,194,107,3,191,128,0,192,151,0,242,191,0,152,191,1,70,81,0,14,43,0,103,67,1,2024,defunciones,Cuadro11
3.0,,090 Accidentes de transporte de motor y secuelas,8529,7011,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,3,0,19,10,0,30,14,0,48,26,0,526,125,0,956,209,0,902,150,0,758,144,0,556,119,0,532,100,0,431,75,0,393,73,0,399,68,0,394,82,0,309,93,0,252,88,0,237,60,0,152,50,0,75,15,0,28,6,0,3,3,0,0,1,0,0,0,0,2024,defunciones,Cuadro11
3.0,,091 Otros accidentes de transporte terrestre,137,122,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,7,2,0,4,2,0,3,0,0,5,2,0,7,0,0,7,2,0,6,1,0,8,1,0,12,0,0,11,0,0,18,2,0,15,0,0,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,82,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,6,4,0,7,5,0,11,1,0,9,0,0,10,0,0,4,1,0,3,0,0,5,0,0,4,1,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,093 Caídas,1980,1371,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,3,2,0,4,1,0,4,2,0,12,4,0,21,3,0,43,4,0,37,7,0,39,2,0,41,9,0,71,8,0,75,7,0,112,12,0,134,32,0,164,48,0,136,41,0,140,75,0,122,106,0,121,113,0,67,83,0,19,42,0,1,7,0,0,0,0,2024,defunciones,Cuadro11
3.0,,094 Accidentes por disparo de arma de fuego,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,095 Ahogamiento y sumersión accidentales,708,597,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,16,0,40,14,0,31,8,0,26,10,0,64,3,0,80,8,0,49,7,0,47,7,0,35,6,0,34,3,0,23,5,0,32,3,0,22,2,0,27,6,0,15,3,0,27,6,0,13,2,0,6,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,096 Otros accidentes que obstruyen la respiración,349,230,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,8,7,0,7,2,0,7,1,0,4,2,0,6,2,0,14,1,0,10,1,0,8,4,0,16,1,0,10,3,0,4,5,0,15,5,0,17,3,0,15,13,0,12,9,0,16,8,0,18,16,0,20,11,0,12,7,0,4,9,0,0,2,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",241,225,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2,0,2,0,0,4,0,0,3,2,0,19,0,0,28,1,0,32,1,0,30,0,0,26,2,0,21,3,0,14,0,0,17,1,0,16,1,0,4,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"098 Exposición al humo, fuego y llamas",128,88,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,2,0,3,0,0,2,3,0,4,0,0,8,2,0,2,1,0,7,2,0,4,1,0,3,2,0,4,1,0,8,1,0,9,5,0,10,5,0,6,4,0,4,3,0,7,3,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",291,233,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,4,2,0,1,0,0,2,0,0,11,4,0,15,4,0,35,8,0,39,5,0,28,4,0,22,6,0,18,1,0,19,4,0,7,1,0,10,1,0,6,5,0,8,5,0,4,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,3066,2461,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,66,54,0,205,112,0,322,102,0,323,54,0,244,56,0,238,44,0,182,36,0,141,31,0,137,29,0,159,25,0,131,26,0,131,13,0,84,12,0,51,6,0,16,3,0,20,1,0,8,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,101 Agresiones (homicidios) y secuelas,14143,13080,1044,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,2,3,0,3,4,0,9,7,0,9,10,0,42,19,0,1100,95,0,2309,161,1,2483,151,1,2162,126,2,1589,118,1,1121,103,0,743,75,1,516,52,6,408,33,0,268,32,0,145,20,0,87,15,0,49,8,0,13,6,3,7,2,0,3,1,0,3,0,2,0,0,0,3,0,2,2024,defunciones,Cuadro11
3.0,,102 Eventos de intención no determinada y secuelas,2346,1718,609,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,6,2,2,2,0,5,7,0,6,7,0,11,5,0,21,10,0,54,22,1,109,24,0,125,19,0,117,16,1,108,14,0,114,17,1,85,8,2,96,17,2,95,22,0,146,34,2,137,38,0,132,43,3,117,57,0,93,60,1,67,71,0,46,73,1,22,29,1,4,7,1,0,0,1,2024,defunciones,Cuadro11
3.0,,103 Intervención legal y operaciones de guerra y secuelas,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,287,144,143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3,2,0,6,4,0,6,2,0,1,6,0,8,8,0,4,11,0,10,8,0,10,12,0,8,9,0,12,11,0,13,11,0,22,22,0,16,10,0,10,12,0,9,9,0,2,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro11
3.0,,105 Otros accidentes y secuelas,1496,955,541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,6,1,0,9,8,0,11,6,0,12,11,0,15,4,0,39,5,0,68,12,0,46,9,0,69,9,0,49,10,0,67,7,0,77,8,0,63,5,0,68,12,0,60,25,0,47,30,0,55,48,0,56,72,0,71,115,0,40,94,0,19,40,0,5,9,0,0,0,0,2024,defunciones,Cuadro11
